"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(9.0.0)","ABW.GGR_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Revenue, General government, Percent of GDP","Annual","Units","22.250","21.673","21.491","27.032","20.714","21.520","22.285","21.574","26.825","24.257","26.957","20.770","21.806","23.406","22.376","23.898","23.664","21.971","22.222","23.786","25.009","21.408","23.021","25.497","24.994"
"IMF.RES:WEO(9.0.0)","ABW.GGXONLB_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.885","0.554","-1.757","3.143","-6.404","-0.959","-0.339","1.185","4.210","-0.084","-0.597","-3.518","-5.738","-2.679","-3.703","2.301","2.625","1.438","1.132","3.588","-11.576","-5.207","3.691","7.003","7.915"
"IMF.RES:WEO(9.0.0)","ATG.GGX_NGDP.A","OBS_VALUE","Antigua and Barbuda","Expenditure, General government, Percent of GDP","Annual","Units","21.092","24.183","26.330","24.249","21.930","21.541","26.028","23.819","23.209","32.078","19.963","21.086","18.532","20.699","20.857","24.832","23.780","22.550","21.539","22.109","25.977","23.386","20.705","18.795","19.810"
"IMF.RES:WEO(9.0.0)","ATG.GGR_NGDP.A","OBS_VALUE","Antigua and Barbuda","Revenue, General government, Percent of GDP","Annual","Units","16.589","15.608","17.501","16.927","18.029","17.246","19.403","18.840","18.493","16.277","19.718","17.995","17.557","16.870","18.256","22.414","23.640","19.833","19.109","18.469","19.750","18.866","17.862","17.097","21.423"
"IMF.RES:WEO(9.0.0)","BHS.GGX_NGDP.A","OBS_VALUE","Bahamas, The","Expenditure, General government, Percent of GDP","Annual","Units","11.563","11.379","11.632","11.789","12.485","12.851","13.241","13.629","14.338","15.227","15.432","17.072","16.971","18.149","18.117","18.412","19.358","23.063","19.446","20.270","24.761","28.923","25.624","23.220","20.970"
"IMF.RES:WEO(9.0.0)","ATG.NGDP_RPCH.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","6.204","-4.548","1.027","6.077","5.767","6.474","12.708","9.315","-0.014","-11.963","-7.841","-1.959","3.373","-0.601","2.198","1.422","4.120","2.713","6.712","3.172","-18.869","8.173","9.108","2.427","3.660"
"IMF.RES:WEO(9.0.0)","ABW.NGDP_D.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Price deflator, Index","Annual","Units","76.055","73.899","77.176","79.529","81.764","85.907","88.901","93.494","97.479","99.139","97.927","101.849","102.037","100.000","100.886","103.373","102.832","102.992","105.713","106.691","103.004","104.390","113.578","121.659","126.714"
"IMF.RES:WEO(9.0.0)","BHS.NGDPRPPPPC.A","OBS_VALUE","Bahamas, The","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","36869.942","37250.924","37673.885","36637.630","36413.125","37099.430","37485.544","37488.002","36104.331","34119.352","34172.693","34037.474","35251.219","33898.813","34176.855","34167.369","33427.778","34199.424","34656.011","34006.731","26890.888","31223.121","34190.064","34849.103","35634.517"
"IMF.RES:WEO(9.0.0)","VEN.NGDP_RPCH.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.687","3.394","-8.856","-7.755","18.287","10.318","9.872","8.754","5.278","-3.202","-1.489","4.176","5.626","1.343","-3.894","-6.221","-17.040","-15.671","-19.655","-27.658","-29.999","0.955","8.001","4.002","5.300"
"IMF.RES:WEO(9.0.0)","ABW.NGDPDPC.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","18403.097","18615.368","18990.060","19483.668","21184.253","22019.174","22734.059","24605.920","26166.555","23394.082","22460.226","24440.011","24334.532","25458.466","25945.463","27327.794","27469.594","28424.880","30082.711","30702.925","22515.229","26151.440","29915.564","34517.100","38413.836"
"IMF.RES:WEO(9.0.0)","VEN.PPPPC.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","11640.053","12103.331","11021.090","10201.204","12195.554","13659.605","15232.895","16756.514","17710.636","16993.128","16695.002","17493.729","18551.879","18850.906","18176.005","16970.969","14169.523","12271.362","10622.181","8116.199","5730.287","6128.963","7266.338","7888.601","8570.321"
"IMF.RES:WEO(9.0.0)","ABW.NGDP_FY.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","3.353","3.395","3.512","3.659","4.036","4.224","4.421","4.793","5.089","4.571","4.392","4.722","4.681","4.883","4.996","5.304","5.341","5.535","5.864","5.991","4.397","5.111","5.847","6.746","7.504"
"IMF.RES:WEO(9.0.0)","ABW.GGR.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Revenue, General government, Domestic currency","Annual","Billions","0.746","0.736","0.755","0.989","0.836","0.909","0.985","1.034","1.365","1.109","1.184","0.981","1.021","1.143","1.118","1.267","1.264","1.216","1.303","1.425","1.100","1.094","1.346","1.720","1.876"
"IMF.RES:WEO(9.0.0)","ATG.NGDPPC.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","32179.992","30824.728","31221.915","32646.406","34990.277","38603.122","43533.733","49132.940","50876.813","44767.053","41425.870","40621.618","42454.691","40636.773","41643.007","42765.798","43642.154","44283.669","47170.781","48328.305","38933.756","43546.111","50011.213","52993.004","57579.346"
"IMF.RES:WEO(9.0.0)","ATG.LP.A","OBS_VALUE","Antigua and Barbuda","Population, Persons for countries / Index for country groups","Annual","Millions","0.076","0.077","0.078","0.078","0.079","0.080","0.081","0.082","0.083","0.084","0.085","0.086","0.087","0.088","0.089","0.091","0.092","0.094","0.095","0.096","0.098","0.099","0.101","0.102","0.104"
"IMF.RES:WEO(9.0.0)","ABW.PPPSH.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","0.005","0.005","0.005","0.005","0.005","0.005","0.004","0.004","0.004","0.004","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.002","0.002","0.002","0.003","0.003"
"IMF.RES:WEO(9.0.0)","URY.GGXWDG.A","OBS_VALUE","Uruguay","Gross debt, General government, Domestic currency","Annual","Billions","91.849","119.679","284.297","340.734","315.766","306.832","313.961","316.579","320.736","359.955","360.155","416.971","565.829","642.455","741.715","917.390","977.861","1040.578","1162.255","1308.040","1535.063","1695.184","1741.950","1937.942","2236.309"
"IMF.RES:WEO(9.0.0)","URY.GGSB.A","OBS_VALUE","Uruguay","Structural balance, General government, Domestic currency","Annual","Billions","-10.465","-7.893","-3.710","2.870","4.977","2.497","6.016","1.158","-2.195","-3.083","-15.060","-15.761","-23.279","-39.390","-49.592","-40.297","-58.527","-68.705","-72.367","-84.543","-68.517","-30.481","-56.606","-77.947","-111.988"
"IMF.RES:WEO(9.0.0)","PRY.PPPGDP.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","33.838","34.311","34.837","37.060","39.601","41.714","45.067","48.798","52.969","53.156","59.772","63.620","64.346","70.868","75.925","78.895","83.044","88.598","90.877","92.185","94.492","102.978","110.496","120.313","128.540"
"IMF.RES:WEO(9.0.0)","PER.GGR_NGDP.A","OBS_VALUE","Peru","Revenue, General government, Percent of GDP","Annual","Units","19.619","18.780","18.245","18.491","18.525","19.943","21.191","21.942","22.379","19.866","20.986","21.842","22.375","22.211","22.209","19.973","18.386","17.834","19.024","19.452","17.485","20.647","21.731","19.336","18.730"
"IMF.RES:WEO(9.0.0)","URY.NID_NGDP.A","OBS_VALUE","Uruguay","Gross capital formation, Percent of GDP","Annual","Units","16.249","15.991","13.576","14.135","15.644","16.294","18.403","18.586","22.270","18.484","18.436","19.987","22.312","22.282","20.874","19.392","17.389","15.924","14.853","14.121","16.234","18.197","18.655","17.535","15.597"
"IMF.RES:WEO(9.0.0)","PER.GGX.A","OBS_VALUE","Peru","Expenditure, General government, Domestic currency","Annual","Billions","38.224","37.466","37.282","40.953","44.141","49.857","54.864","59.441","70.352","78.553","88.572","93.026","103.354","117.742","129.833","136.195","137.695","147.627","158.409","164.249","188.246","206.341","219.972","225.003","246.357"
"IMF.RES:WEO(9.0.0)","VEN.BCA_NGDPD.A","OBS_VALUE","Venezuela, República Bolivariana de","Current account balance (credit less debit), Percent of GDP","Annual","Units","10.079","1.611","7.977","14.096","13.825","17.749","14.823","5.782","10.202","0.160","1.755","5.164","0.694","1.778","2.291","-12.795","-3.427","7.513","8.442","5.884","-3.228","-0.945","4.033","5.831","4.873"
"IMF.RES:WEO(9.0.0)","URY.GGXCNL_NGDP.A","OBS_VALUE","Uruguay","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.758","-2.852","-3.186","-2.194","-0.868","-0.276","-0.643","-0.157","-1.305","-1.394","-0.387","-0.334","-2.173","-1.722","-2.600","-1.857","-2.681","-2.510","-1.888","-2.714","-4.636","-2.614","-2.521","-3.135","-3.217"
"IMF.RES:WEO(9.0.0)","PER.GGSB.A","OBS_VALUE","Peru","Structural balance, General government, Domestic currency","Annual","Billions","-3.465","-2.795","-2.169","-2.610","-2.263","-1.787","0.563","5.037","3.343","-2.743","-0.851","5.797","6.776","0.787","-0.509","-9.135","-12.050","-15.678","-15.604","-10.075","-50.439","-34.494","-20.454","-25.575","-39.558"
"IMF.RES:WEO(9.0.0)","PER.PCPIPCH.A","OBS_VALUE","Peru","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.759","1.975","0.192","2.261","3.662","1.618","2.001","1.779","5.788","2.935","1.529","3.369","3.656","2.807","3.245","3.548","3.593","2.804","1.317","2.136","1.827","3.979","7.871","6.269","2.351"
"IMF.RES:WEO(9.0.0)","PRY.NGDP_RPCH.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.314","-0.834","-0.021","4.321","4.057","2.133","4.807","5.422","6.496","-0.261","11.095","4.286","-0.708","8.293","5.301","2.957","4.268","4.810","3.204","-0.402","-0.820","4.017","0.176","4.999","4.250"
"IMF.RES:WEO(9.0.0)","PER.GGXWDG_NGDP.A","OBS_VALUE","Peru","Gross debt, General government, Percent of GDP","Annual","Units","44.909","43.841","45.463","49.376","46.738","40.359","34.940","31.870","28.127","28.181","25.107","23.108","20.663","19.902","20.460","23.689","23.932","24.799","25.689","26.501","34.289","35.544","33.477","32.431","32.151"
"IMF.RES:WEO(9.0.0)","PRY.NGDP_R.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","106468.268","105580.264","105557.665","110118.543","114586.513","117031.206","122657.033","129307.035","137707.198","137347.593","152586.626","159127.055","158000.367","171103.458","180174.061","185502.081","193419.358","202722.982","209218.733","208377.977","206669.725","214971.105","215349.537","226115.351","235725.163"
"IMF.RES:WEO(9.0.0)","PRY.PCPIEPCH.A","OBS_VALUE","Paraguay","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","8.615","8.215","14.660","9.361","2.714","9.959","12.384","6.086","7.442","1.876","7.224","4.888","4.030","3.753","4.201","3.135","3.909","4.493","3.200","2.810","2.168","6.827","8.117","3.674","3.775"
"IMF.RES:WEO(9.0.0)","PER.GGXONLB_NGDP.A","OBS_VALUE","Peru","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.400","0.128","0.765","0.557","1.061","1.565","3.956","5.181","3.898","-0.366","1.025","3.078","2.988","1.703","0.726","-1.123","-1.201","-1.803","-0.826","-0.213","-6.784","-1.214","-0.048","-1.338","-2.112"
"IMF.RES:WEO(9.0.0)","VEN.GGX_NGDP.A","OBS_VALUE","Venezuela, República Bolivariana de","Expenditure, General government, Percent of GDP","Annual","Units","28.293","31.899","30.990","32.175","31.914","33.530","39.267","35.949","34.879","33.269","31.099","39.361","38.007","36.451","31.607","22.948","19.686","21.766","37.860","21.022","11.159","13.130","15.139","13.121","17.583"
"IMF.RES:WEO(9.0.0)","PER.GGXWDN.A","OBS_VALUE","Peru","Net debt, General government, Domestic currency","Annual","Billions","66.264","66.328","72.344","78.742","78.898","78.205","68.977","53.527","46.275","44.655","43.065","28.372","13.888","8.207","15.420","32.330","45.608","60.937","75.626","86.417","146.324","168.535","181.692","209.965","249.114"
"IMF.RES:WEO(9.0.0)","PER.TM_RPCH.A","OBS_VALUE","Peru","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","3.896","0.973","4.198","2.981","6.651","10.022","14.394","21.077","23.311","-15.504","25.567","11.342","11.801","4.580","-0.621","3.541","0.499","3.484","0.020","2.519","-9.448","14.748","2.426","-1.381","8.907"
"IMF.RES:WEO(9.0.0)","PER.GGSB_NPGDP.A","OBS_VALUE","Peru","Structural balance, General government, Percent","Annual","Units","-1.972","-1.531","-1.141","-1.275","-0.993","-0.723","0.196","1.590","0.974","-0.729","-0.201","1.234","1.341","0.146","-0.088","-1.463","-1.787","-2.171","-2.075","-1.279","-6.488","-3.898","-2.162","-2.480","-3.560"
"IMF.RES:WEO(9.0.0)","VEN.GGXCNL_NGDP.A","OBS_VALUE","Venezuela, República Bolivariana de","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","4.450","-4.593","-1.482","0.171","2.470","4.095","-1.605","-2.815","-3.461","-8.686","-4.739","-8.244","-9.856","-10.351","-9.808","-8.063","-8.463","-13.273","-30.976","-10.933","-6.628","-5.847","-5.290","-1.248","-3.600"
"IMF.RES:WEO(9.0.0)","URY.GGR_NGDP.A","OBS_VALUE","Uruguay","Revenue, General government, Percent of GDP","Annual","Units","23.806","24.965","24.412","25.537","25.744","25.998","26.184","26.596","24.987","25.800","27.013","25.995","25.505","27.105","26.496","26.494","26.987","27.217","28.455","27.872","28.152","27.601","27.475","27.389","27.925"
"IMF.RES:WEO(9.0.0)","URY.GGX.A","OBS_VALUE","Uruguay","Expenditure, General government, Domestic currency","Annual","Billions","80.031","84.473","87.085","102.799","114.057","121.827","137.950","160.369","182.475","211.980","241.559","266.085","314.405","370.574","422.337","450.296","514.374","554.161","609.188","670.944","737.803","799.327","871.823","924.239","1013.904"
"IMF.RES:WEO(9.0.0)","PRY.NGSD_NGDP.A","OBS_VALUE","Paraguay","Gross national savings, Percent of GDP","Annual","Units","14.549","17.592","26.713","20.848","19.966","20.274","23.195","25.687","22.608","20.657","22.698","23.984","19.446","22.883","21.872","21.669","24.412","23.963","22.558","21.126","21.941","22.923","20.659","19.749","18.917"
"IMF.RES:WEO(9.0.0)","URY.GGXONLB.A","OBS_VALUE","Uruguay","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-2.653","-1.941","1.308","11.036","15.876","17.537","17.415","20.471","9.589","8.722","15.870","18.594","-1.306","5.385","-7.258","3.913","-4.491","-2.897","10.375","-10.758","-46.728","-16.410","-14.543","-30.131","-31.474"
"IMF.RES:WEO(9.0.0)","URY.GGXWDG_NGDP.A","OBS_VALUE","Uruguay","Gross debt, General government, Percent of GDP","Annual","Units","30.487","39.410","90.097","91.915","73.676","66.173","61.055","52.811","46.214","46.176","40.853","41.259","49.812","49.976","51.098","57.760","56.401","55.821","57.889","59.628","68.219","64.079","59.934","64.002","68.689"
"IMF.RES:WEO(9.0.0)","PER.GGXCNL.A","OBS_VALUE","Peru","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-3.721","-3.855","-2.664","-3.303","-2.331","-1.066","5.810","10.704","8.786","-5.443","-0.065","9.641","10.554","4.139","-1.092","-12.507","-14.224","-19.962","-14.689","-10.791","-59.907","-22.211","-13.157","-28.272","-39.149"
"IMF.RES:WEO(9.0.0)","PER.PPPGDP.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","128.974","132.692","142.103","150.944","162.689","178.336","197.676","220.327","245.067","249.280","273.326","296.618","320.692","345.236","359.621","374.759","393.278","410.404","430.776","455.675","430.198","514.437","566.510","585.101","619.433"
"IMF.RES:WEO(9.0.0)","PRY.TXG_RPCH.A","OBS_VALUE","Paraguay","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","-9.230","-26.807","-21.170","-1.289","15.712","6.616","14.874","19.803","20.482","-22.578","29.598","15.483","-11.385","15.196","-7.727","-14.973","1.458","9.025","-0.497","-11.670","-11.972","2.386","-8.533","29.415","-5.780"
"IMF.RES:WEO(9.0.0)","PRY.TMG_RPCH.A","OBS_VALUE","Paraguay","Imports of goods, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","-11.233","-19.430","-24.263","11.800","20.741","4.175","15.208","21.286","27.885","-22.440","40.426","16.157","-11.432","6.140","-2.143","-17.564","-7.494","14.493","7.258","-9.576","-18.611","20.192","2.664","4.138","2.331"
"IMF.RES:WEO(9.0.0)","URY.NGDP.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","301.275","303.676","315.546","370.704","428.589","463.684","514.224","599.457","694.024","779.526","881.592","1010.630","1135.933","1285.529","1451.549","1588.292","1733.767","1864.139","2007.729","2193.672","2250.204","2645.468","2906.435","3027.943","3255.687"
